full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,price_doc
95,51.0,11.0,17.0,6.0,2013.0,3.0,10.0,1.0,Investment,Poselenie Moskovskij,7200000
38,19.0,16.0,17.0,1.0,1987.0,1.0,8.0,2.0,Investment,Sviblovo,8200000
64,46.0,9.0,9.0,1.0,1977.0,4.0,6.0,2.0,Investment,Jasenevo,8500000
34,,3.0,0.0,1.0,,1.0,0.0,,OwnerOccupier,Poselenie Novofedorovskoe,2394300
66,45.0,15.0,16.0,1.0,1986.0,3.0,8.0,2.0,Investment,Levoberezhnoe,10200000
74,42.0,2.0,15.0,6.0,2010.0,2.0,11.0,4.0,Investment,Dorogomilovo,25500000
62,62.0,2.0,22.0,4.0,2014.0,2.0,0.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,6368080
51,34.0,2.0,7.0,2.0,1961.0,2.0,8.0,3.0,Investment,Ostankinskoe,13500000
36,19.0,4.0,5.0,2.0,1960.0,1.0,8.0,2.0,Investment,Perovo,6500000
60,43.0,9.0,9.0,1.0,1977.0,3.0,6.0,2.0,Investment,Jasenevo,8000000
154,82.0,24.0,24.0,4.0,2004.0,4.0,25.0,3.0,Investment,Mozhajskoe,30000000
62,,7.0,22.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,7033501
64,60.0,11.0,17.0,1.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,6656000
57,42.0,9.0,9.0,2.0,1970.0,3.0,5.0,2.0,Investment,Taganskoe,10500000
42,18.0,11.0,24.0,6.0,2013.0,1.0,10.0,3.0,Investment,Birjulevo Vostochnoe,6522292
75,46.0,3.0,17.0,1.0,1971.0,3.0,10.0,3.0,Investment,Severnoe Butovo,12000000
40,,13.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,4677427
32,18.0,1.0,9.0,1.0,1967.0,1.0,6.0,2.0,Investment,Hovrino,5300000
54,36.0,4.0,5.0,2.0,1960.0,3.0,5.0,3.0,Investment,Perovo,6850000
46,31.0,2.0,9.0,1.0,1968.0,2.0,6.0,2.0,Investment,Novogireevo,7000000
57,37.0,2.0,5.0,2.0,1958.0,2.0,8.0,2.0,Investment,Perovo,4000000
52,30.0,9.0,12.0,1.0,1977.0,2.0,8.0,2.0,Investment,Golovinskoe,8000000
57,40.0,5.0,5.0,2.0,1972.0,3.0,5.0,2.0,Investment,Vostochnoe,6200000
42,18.0,10.0,17.0,1.0,2016.0,1.0,11.0,1.0,OwnerOccupier,Poselenie Sosenskoe,4251390
54,32.0,6.0,17.0,1.0,1983.0,2.0,9.0,2.0,Investment,Birjulevo Vostochnoe,6800000
35,14.0,2.0,14.0,1.0,2001.0,1.0,9.0,3.0,Investment,Juzhnoe Butovo,6000000
60,43.0,9.0,9.0,1.0,1978.0,3.0,6.0,3.0,Investment,Beskudnikovskoe,7500000
68,48.0,11.0,16.0,5.0,1984.0,3.0,6.0,2.0,Investment,Birjulevo Zapadnoe,1000000
43,27.0,1.0,9.0,1.0,1974.0,2.0,5.0,2.0,Investment,Tekstil'shhiki,6050000
46,29.0,4.0,9.0,1.0,1972.0,2.0,6.0,2.0,Investment,Veshnjaki,6350000
37,,7.0,1.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Shherbinka,3823318
40,,3.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,5591476
33,19.0,2.0,6.0,2.0,1961.0,1.0,7.0,3.0,Investment,Vostochnoe Izmajlovo,2000000
37,22.0,9.0,9.0,5.0,1962.0,2.0,7.0,3.0,Investment,Jakimanka,1000000
109,63.0,7.0,14.0,6.0,1997.0,3.0,15.0,4.0,Investment,Silino,18000000
76,44.0,9.0,17.0,1.0,1998.0,3.0,10.0,3.0,Investment,Severnoe Medvedkovo,13400000
58,32.0,8.0,22.0,1.0,2002.0,2.0,10.0,3.0,Investment,Moskvorech'e-Saburovo,11000000
52,,12.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,6454817
61,38.0,4.0,9.0,1.0,1974.0,3.0,8.0,2.0,Investment,Vojkovskoe,11950000
40,,16.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,5231952
38,,5.0,22.0,4.0,,1.0,1.0,1.0,OwnerOccupier,Nagatinskij Zaton,6908029
39,,9.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,4666755
80,45.0,10.0,17.0,1.0,2011.0,3.0,12.0,3.0,Investment,Nekrasovka,1999000
66,36.0,2.0,13.0,1.0,1996.0,2.0,10.0,3.0,Investment,Juzhnoe Butovo,8550000
40,40.0,2.0,2.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Solncevo,4664085
34,22.0,6.0,9.0,2.0,1972.0,2.0,5.0,4.0,Investment,Tekstil'shhiki,6500000
45,30.0,3.0,5.0,1.0,1964.0,2.0,5.0,2.0,Investment,Kuz'minki,2000000
83,50.0,8.0,9.0,2.0,1953.0,3.0,10.0,3.0,Investment,Zamoskvorech'e,22500000
60,,9.0,1.0,1.0,,2.0,1.0,,OwnerOccupier,Krjukovo,6731200
37,18.0,1.0,17.0,1.0,1984.0,1.0,8.0,3.0,Investment,Losinoostrovskoe,6200000
78,,14.0,17.0,1.0,2014.0,3.0,1.0,,OwnerOccupier,Poselenie Kievskij,15190446
67,,3.0,3.0,1.0,,3.0,1.0,,OwnerOccupier,Poselenie Novofedorovskoe,3561990
51,30.0,1.0,14.0,1.0,1994.0,2.0,8.0,3.0,Investment,Mar'ino,7650000
72,51.0,5.0,5.0,2.0,1960.0,3.0,8.0,3.0,Investment,Vostochnoe Izmajlovo,14150000
71,71.0,5.0,12.0,1.0,,2.0,1.0,3.0,OwnerOccupier,Nagornoe,13171050
34,,4.0,1.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Desjonovskoe,3613360
35,15.0,12.0,17.0,2.0,1999.0,1.0,7.0,2.0,Investment,Pechatniki,6000000
77,,11.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,7552210
43,26.0,4.0,5.0,2.0,1962.0,2.0,5.0,3.0,Investment,Zjuzino,3950000
37,23.0,3.0,12.0,5.0,1973.0,2.0,6.0,2.0,Investment,Nagatinskij Zaton,8300000
33,20.0,3.0,8.0,2.0,1960.0,1.0,5.0,2.0,Investment,Juzhnoportovoe,7300000
76,45.0,10.0,16.0,1.0,1979.0,3.0,10.0,3.0,Investment,Strogino,13450000
78,,2.0,17.0,1.0,,3.0,1.0,,OwnerOccupier,Nekrasovka,7722400
55,39.0,5.0,5.0,2.0,1960.0,3.0,5.0,2.0,Investment,Akademicheskoe,10800000
79,44.0,17.0,17.0,1.0,2005.0,3.0,12.0,3.0,Investment,Obruchevskoe,16000000
41,27.0,1.0,5.0,1.0,1965.0,2.0,5.0,2.0,Investment,Pokrovskoe Streshnevo,6600000
32,16.0,5.0,8.0,2.0,1968.0,1.0,7.0,2.0,Investment,Ajeroport,7450000
30,17.0,2.0,5.0,1.0,1966.0,1.0,5.0,2.0,Investment,Novogireevo,4680000
56,,3.0,19.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Tverskoe,4668821
53,53.0,6.0,9.0,4.0,,2.0,1.0,1.0,OwnerOccupier,Krjukovo,6123600
64,64.0,14.0,17.0,4.0,2015.0,2.0,0.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,8056574
32,18.0,6.0,9.0,1.0,1970.0,1.0,6.0,2.0,Investment,Jaroslavskoe,6200000
38,18.0,3.0,12.0,1.0,2006.0,1.0,9.0,2.0,Investment,Juzhnoe Butovo,5800000
54,29.0,7.0,22.0,1.0,2009.0,2.0,9.0,4.0,Investment,Otradnoe,10200000
29,,1.0,1.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Filimonkovskoe,2408477
71,,11.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,6248110
51,30.0,14.0,14.0,1.0,2002.0,2.0,9.0,3.0,Investment,Mar'ino,2000000
92,,9.0,17.0,1.0,,3.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,7130200
60,,4.0,1.0,1.0,,2.0,1.0,,OwnerOccupier,Krjukovo,6352500
47,,1.0,1.0,6.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Moskovskij,5312805
44,44.0,12.0,19.0,1.0,2014.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,5037032
81,,10.0,0.0,1.0,,3.0,0.0,,OwnerOccupier,Poselenie Sosenskoe,8703789
78,,17.0,0.0,1.0,,2.0,0.0,,OwnerOccupier,Poselenie Moskovskij,8549114
74,74.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,7419500
40,20.0,10.0,14.0,1.0,2001.0,1.0,8.0,3.0,Investment,Juzhnoe Butovo,6950000
47,30.0,5.0,8.0,2.0,1965.0,2.0,7.0,2.0,Investment,Butyrskoe,8250000
66,33.0,8.0,17.0,6.0,2006.0,2.0,12.0,3.0,Investment,Horoshevskoe,17000000
134,66.0,5.0,8.0,4.0,2012.0,3.0,19.0,1.0,Investment,Poselenie Sosenskoe,18130000
37,22.0,4.0,9.0,5.0,1963.0,2.0,7.0,2.0,Investment,Prospekt Vernadskogo,8300000
76,45.0,3.0,17.0,1.0,1987.0,3.0,10.0,3.0,Investment,Novokosino,3000000
38,19.0,12.0,17.0,1.0,1986.0,1.0,8.0,3.0,Investment,Brateevo,6200000
52,30.0,5.0,12.0,1.0,1978.0,2.0,8.0,2.0,Investment,Chertanovo Juzhnoe,1000000
45,27.0,1.0,12.0,1.0,1970.0,2.0,6.0,2.0,Investment,Troparevo-Nikulino,7900000
38,30.0,6.0,10.0,1.0,1983.0,2.0,0.0,2.0,Investment,Birjulevo Zapadnoe,2700000
61,43.0,8.0,9.0,1.0,1977.0,3.0,6.0,2.0,Investment,Jasenevo,8900000
37,22.0,7.0,9.0,1.0,1964.0,2.0,7.0,2.0,Investment,Horoshevo-Mnevniki,5700000
53,32.0,13.0,16.0,1.0,1982.0,2.0,9.0,3.0,Investment,Mozhajskoe,9000000
39,39.0,10.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,4625133
68,46.0,8.0,16.0,1.0,1977.0,3.0,7.0,2.0,Investment,Mar'ina Roshha,8100000
32,16.0,10.0,12.0,1.0,1973.0,1.0,7.0,2.0,Investment,Ivanovskoe,3000000
167,,3.0,3.0,5.0,,3.0,1.0,,OwnerOccupier,Poselenie Rogovskoe,7438614
75,44.0,17.0,17.0,1.0,1987.0,3.0,10.0,2.0,Investment,Orehovo-Borisovo Juzhnoe,12500000
43,18.0,13.0,17.0,1.0,2013.0,1.0,8.0,1.0,Investment,Poselenie Moskovskij,3300000
59,,17.0,0.0,1.0,,2.0,0.0,,OwnerOccupier,Nagornoe,11932867
38,20.0,2.0,14.0,1.0,1992.0,1.0,8.0,2.0,Investment,Otradnoe,2000000
82,,17.0,17.0,1.0,,3.0,0.0,,OwnerOccupier,Nekrasovka,7809000
35,19.0,11.0,12.0,5.0,1975.0,1.0,7.0,2.0,Investment,Sokol'niki,2000000
44,44.0,11.0,1.0,1.0,2016.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,5230764
98,63.0,2.0,7.0,2.0,1953.0,3.0,9.0,3.0,Investment,Filevskij Park,22500000
58,32.0,2.0,17.0,1.0,2016.0,2.0,12.0,1.0,OwnerOccupier,Nekrasovka,6520500
31,19.0,5.0,9.0,1.0,1962.0,1.0,5.0,2.0,Investment,Tekstil'shhiki,1000000
1,1.0,19.0,4.0,1.0,1.0,1.0,1.0,1.0,OwnerOccupier,Mitino,16160462
65,64.0,2.0,12.0,2.0,,3.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,4789757
52,33.0,7.0,9.0,2.0,1965.0,2.0,6.0,3.0,Investment,Koptevo,9650000
53,30.0,12.0,12.0,1.0,1983.0,2.0,8.0,2.0,Investment,Kuncevo,9200000
61,59.0,7.0,9.0,2.0,1973.0,2.0,8.0,3.0,Investment,Meshhanskoe,17000000
38,20.0,4.0,12.0,1.0,2002.0,1.0,8.0,3.0,Investment,Juzhnoe Butovo,6500000
83,40.0,1.0,3.0,5.0,2013.0,2.0,15.0,1.0,Investment,Troickij okrug,6350000
79,,7.0,17.0,1.0,,3.0,0.0,,OwnerOccupier,Poselenie Vnukovskoe,8518243
37,14.0,3.0,9.0,1.0,1964.0,1.0,7.0,2.0,Investment,Jakimanka,8700000
50,29.0,8.0,12.0,1.0,1989.0,2.0,1.0,2.0,Investment,Horoshevskoe,12000000
53,32.0,2.0,17.0,1.0,1989.0,2.0,9.0,,Investment,Novo-Peredelkino,7500000
42,26.0,4.0,5.0,2.0,1960.0,2.0,5.0,2.0,Investment,Sokolinaja Gora,6900000
35,14.0,3.0,17.0,1.0,2000.0,1.0,9.0,3.0,Investment,Troparevo-Nikulino,9500000
45,29.0,4.0,9.0,1.0,1975.0,2.0,6.0,2.0,Investment,Otradnoe,7800000
57,,12.0,19.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Shherbinka,4646237
39,22.0,5.0,12.0,1.0,1970.0,2.0,6.0,3.0,Investment,Alekseevskoe,8200000
54,34.0,4.0,5.0,2.0,1959.0,3.0,6.0,2.0,Investment,Ajeroport,11500000
101,52.0,9.0,27.0,4.0,2006.0,3.0,13.0,2.0,Investment,Akademicheskoe,26000000
46,29.0,1.0,9.0,2.0,1968.0,2.0,5.0,2.0,Investment,Dmitrovskoe,7150000
38,,4.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,5344547
48,29.0,4.0,5.0,1.0,1981.0,2.0,6.0,2.0,Investment,Poselenie Rjazanovskoe,4800000
71,,23.0,0.0,1.0,,2.0,0.0,,OwnerOccupier,Nagornoe,15673960
44,28.0,5.0,9.0,1.0,1971.0,2.0,5.0,3.0,Investment,Veshnjaki,7750000
62,,14.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Tverskoe,6458400
34,17.0,3.0,14.0,2.0,1974.0,1.0,8.0,3.0,Investment,Jaroslavskoe,6800000
64,64.0,18.0,22.0,1.0,2016.0,2.0,1.0,1.0,OwnerOccupier,Poselenie Shherbinka,5027840
38,38.0,5.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,4882089
42,,3.0,1.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Nagornoe,3400850
81,54.0,4.0,8.0,2.0,1960.0,3.0,10.0,2.0,Investment,Timirjazevskoe,17000000
45,30.0,5.0,5.0,1.0,1965.0,2.0,5.0,2.0,Investment,Caricyno,6150000
41,24.0,2.0,9.0,2.0,1969.0,2.0,7.0,3.0,Investment,Hamovniki,12700000
33,17.0,4.0,9.0,2.0,1962.0,1.0,5.0,2.0,Investment,Izmajlovo,2000000
45,30.0,2.0,5.0,1.0,1962.0,2.0,5.0,2.0,Investment,Kuz'minki,6500000
38,38.0,11.0,17.0,1.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,4564326
37,18.0,9.0,17.0,5.0,1993.0,1.0,8.0,2.0,Investment,Izmajlovo,6400000
43,43.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,OwnerOccupier,Poselenie Sosenskoe,4518720
44,44.0,1.0,4.0,1.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Desjonovskoe,4823905
39,,1.0,3.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Tverskoe,4394688
47,20.0,9.0,25.0,1.0,2013.0,1.0,9.0,1.0,Investment,Poselenie Vnukovskoe,3800000
63,,13.0,17.0,1.0,,2.0,0.0,,OwnerOccupier,Poselenie Vnukovskoe,6601065
40,,7.0,22.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,5130187
40,19.0,9.0,15.0,2.0,1972.0,3.0,8.0,3.0,Investment,Caricyno,7600000
40,,2.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Solncevo,4743060
63,39.0,4.0,12.0,1.0,1981.0,3.0,8.0,3.0,Investment,Ljublino,9150000
74,43.0,7.0,17.0,1.0,1991.0,3.0,10.0,2.0,Investment,Novo-Peredelkino,10000000
37,,9.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,4770915
84,84.0,8.0,17.0,1.0,0.0,3.0,0.0,1.0,OwnerOccupier,Solncevo,7323808
44,30.0,5.0,5.0,5.0,1961.0,2.0,5.0,2.0,Investment,Sokolinaja Gora,7350000
38,,7.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,4945614
81,,4.0,1.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Moskovskij,8428394
42,27.0,3.0,5.0,2.0,1958.0,2.0,5.0,2.0,Investment,Marfino,7300000
28,27.0,9.0,17.0,2.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,2451945
38,20.0,7.0,12.0,1.0,2003.0,1.0,8.0,3.0,Investment,Juzhnoe Butovo,6300000
63,63.0,8.0,117.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Tverskoe,7239838
51,29.0,4.0,12.0,1.0,1973.0,2.0,8.0,2.0,Investment,Nagatinskij Zaton,9600000
44,28.0,8.0,9.0,1.0,1979.0,2.0,6.0,3.0,Investment,Strogino,8625000
38,,10.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,4939714
60,60.0,18.0,25.0,1.0,0.0,2.0,1.0,1.0,OwnerOccupier,Poselenie Moskovskij,5976504
73,42.0,8.0,17.0,1.0,1988.0,3.0,10.0,3.0,Investment,Nagornoe,14500000
86,,11.0,1.0,1.0,,3.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,7801920
40,20.0,9.0,12.0,1.0,1972.0,1.0,8.0,2.0,Investment,Tekstil'shhiki,6600000
41,,5.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Severnoe,4176466
63,,17.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,7064990
58,36.0,9.0,9.0,1.0,1970.0,3.0,5.0,2.0,Investment,Losinoostrovskoe,8500000
72,43.0,12.0,17.0,1.0,1983.0,3.0,10.0,2.0,Investment,Birjulevo Vostochnoe,8900000
79,,15.0,1.0,1.0,,3.0,1.0,,OwnerOccupier,Poselenie Sosenskoe,8247475
95,,17.0,17.0,1.0,2015.0,3.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,9391206
40,,10.0,22.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,5145320
79,,10.0,1.0,1.0,,3.0,1.0,,OwnerOccupier,Krjukovo,8795800
38,38.0,7.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,4911236
91,54.0,4.0,12.0,1.0,1998.0,4.0,10.0,2.0,Investment,Brateevo,14521000
41,,9.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Poselenie Moskovskij,4485481
43,,1.0,4.0,6.0,,1.0,1.0,,OwnerOccupier,Poselenie Pervomajskoe,3249720
57,57.0,4.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Moskovskij,5711879
39,23.0,9.0,12.0,5.0,1967.0,2.0,6.0,2.0,Investment,Severnoe Medvedkovo,6900000
45,30.0,5.0,5.0,5.0,1962.0,2.0,5.0,3.0,Investment,Koptevo,6500000
47,27.0,2.0,10.0,2.0,1958.0,2.0,6.0,4.0,Investment,Danilovskoe,12900000
45,45.0,2.0,10.0,4.0,2016.0,2.0,10.0,1.0,OwnerOccupier,Horoshevskoe,6979860
38,17.0,14.0,14.0,1.0,2006.0,1.0,8.0,2.0,Investment,Mozhajskoe,1000000
77,45.0,15.0,17.0,1.0,1989.0,3.0,10.0,3.0,Investment,Moskvorech'e-Saburovo,11550000
72,51.0,5.0,5.0,2.0,1958.0,3.0,7.0,2.0,Investment,Ramenki,13800000
38,20.0,8.0,12.0,1.0,1987.0,1.0,8.0,2.0,Investment,Birjulevo Vostochnoe,5300000
52,29.0,9.0,12.0,1.0,1979.0,2.0,8.0,3.0,Investment,Otradnoe,8700000
31,17.0,4.0,5.0,5.0,1965.0,1.0,5.0,2.0,Investment,Beskudnikovskoe,5250000
58,33.0,19.0,22.0,1.0,2010.0,2.0,10.0,3.0,Investment,Dmitrovskoe,9800000
59,,24.0,24.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Tverskoe,6205500
41,25.0,5.0,5.0,2.0,1950.0,1.0,5.0,2.0,Investment,Izmajlovo,7200000
75,,3.0,22.0,1.0,2014.0,3.0,1.0,,OwnerOccupier,Tverskoe,5265975
90,38.0,2.0,2.0,2.0,0.0,2.0,1.0,,OwnerOccupier,Tverskoe,6464863
56,,5.0,22.0,4.0,2014.0,2.0,1.0,1.0,OwnerOccupier,Nagatinskij Zaton,10634392
61,,14.0,20.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,7038840
76,45.0,10.0,17.0,1.0,1988.0,3.0,10.0,3.0,Investment,Severnoe Butovo,11500000
54,32.0,12.0,17.0,1.0,1990.0,2.0,9.0,2.0,Investment,Mar'ino,2000000
43,27.0,3.0,9.0,1.0,1975.0,2.0,5.0,2.0,Investment,Orehovo-Borisovo Juzhnoe,6700000
46,28.0,5.0,5.0,1.0,1965.0,2.0,5.0,2.0,Investment,Perovo,6600000
34,,6.0,12.0,6.0,,1.0,1.0,,OwnerOccupier,Poselenie Filimonkovskoe,3099997
27,,21.0,25.0,1.0,,1.0,10.0,1.0,OwnerOccupier,Mitino,4715000
35,19.0,2.0,12.0,1.0,1972.0,1.0,10.0,2.0,Investment,Preobrazhenskoe,6200000
39,22.0,9.0,12.0,5.0,1967.0,2.0,7.0,3.0,Investment,Nagornoe,8350000
32,21.0,9.0,9.0,5.0,1962.0,1.0,5.0,3.0,Investment,Kuncevo,2100000
64,,2.0,24.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,7307670
64,,15.0,22.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Shherbinka,5295729
74,45.0,3.0,16.0,1.0,1981.0,3.0,10.0,2.0,Investment,Horoshevo-Mnevniki,12400000
32,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,4844490
52,46.0,9.0,9.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Zapadnoe Degunino,3940000
37,,5.0,19.0,1.0,2014.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Shherbinka,3823318
40,,16.0,17.0,1.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Solncevo,5350268
42,28.0,2.0,9.0,1.0,1969.0,2.0,6.0,3.0,Investment,Vyhino-Zhulebino,6500000
37,18.0,13.0,25.0,1.0,1990.0,1.0,8.0,4.0,Investment,Timirjazevskoe,1000000
34,19.0,7.0,12.0,5.0,1968.0,1.0,9.0,3.0,Investment,Gol'janovo,6000000
78,,15.0,17.0,1.0,,3.0,1.0,,OwnerOccupier,Poselenie Vnukovskoe,7646135
61,37.0,9.0,9.0,1.0,1977.0,3.0,8.0,2.0,Investment,Orehovo-Borisovo Juzhnoe,8700000
38,38.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,OwnerOccupier,Nagatinskij Zaton,7095462
40,40.0,3.0,17.0,6.0,2014.0,1.0,10.0,1.0,OwnerOccupier,Troickij okrug,2862161
64,60.0,13.0,17.0,1.0,2015.0,2.0,10.0,1.0,OwnerOccupier,Nekrasovka,6656000
32,20.0,4.0,5.0,1.0,1967.0,1.0,5.0,2.0,Investment,Kon'kovo,6100000
78,,23.0,25.0,1.0,,3.0,1.0,1.0,OwnerOccupier,Poselenie Moskovskij,6635972
76,44.0,2.0,12.0,1.0,2005.0,3.0,12.0,3.0,Investment,Kosino-Uhtomskoe,11400000
35,14.0,2.0,17.0,1.0,2005.0,1.0,9.0,3.0,Investment,Rjazanskij,7200000
64,,2.0,1.0,1.0,,2.0,1.0,,OwnerOccupier,Krjukovo,6355800
61,56.0,22.0,25.0,4.0,2016.0,2.0,10.0,3.0,OwnerOccupier,Mitino,10474874
38,23.0,5.0,12.0,5.0,1971.0,2.0,6.0,3.0,Investment,Poselenie Shherbinka,5600000
63,32.0,6.0,22.0,4.0,2002.0,2.0,11.0,4.0,Investment,Golovinskoe,13500000
73,73.0,12.0,17.0,1.0,2016.0,2.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,7375220
34,17.0,12.0,12.0,1.0,1971.0,1.0,6.0,2.0,Investment,Birjulevo Vostochnoe,5100000
82,82.0,8.0,17.0,1.0,2015.0,3.0,10.0,1.0,OwnerOccupier,Poselenie Sosenskoe,8898120
52,31.0,7.0,16.0,1.0,1976.0,2.0,7.0,3.0,Investment,Savelovskoe,13050000
39,20.0,13.0,18.0,1.0,1993.0,1.0,10.0,2.0,Investment,Vyhino-Zhulebino,6300000
43,26.0,5.0,5.0,5.0,1961.0,2.0,6.0,2.0,Investment,Zapadnoe Degunino,6000000
42,,11.0,0.0,1.0,,1.0,0.0,,OwnerOccupier,Poselenie Sosenskoe,4424580
46,,2.0,17.0,1.0,2014.0,1.0,1.0,,OwnerOccupier,Tverskoe,5347960
49,,3.0,17.0,1.0,2016.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,5292320
32,18.0,6.0,9.0,1.0,1971.0,1.0,6.0,3.0,Investment,Vostochnoe Degunino,3000000
30,18.0,7.0,9.0,2.0,1969.0,1.0,5.0,2.0,Investment,Dmitrovskoe,5200000
35,25.0,7.0,8.0,5.0,1958.0,2.0,5.0,2.0,Investment,Gagarinskoe,1000000
79,41.0,4.0,21.0,6.0,2013.0,2.0,11.0,3.0,Investment,Izmajlovo,6400000
48,31.0,7.0,14.0,5.0,1972.0,2.0,8.0,2.0,Investment,Jaroslavskoe,7100000
44,28.0,4.0,5.0,2.0,1959.0,2.0,5.0,2.0,Investment,Vojkovskoe,8300000
79,79.0,5.0,5.0,4.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Moskovskij,8222823
39,38.0,14.0,14.0,1.0,2015.0,1.0,1.0,3.0,OwnerOccupier,Nagornoe,8875641
57,35.0,4.0,8.0,2.0,1959.0,2.0,9.0,2.0,Investment,Savelovskoe,14000000
48,,5.0,9.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Zapadnoe Degunino,3535520
34,19.0,1.0,6.0,2.0,1963.0,1.0,7.0,2.0,Investment,Severnoe Izmajlovo,5500000
44,28.0,1.0,9.0,1.0,1976.0,2.0,6.0,4.0,Investment,Jasenevo,7650000
52,52.0,9.0,9.0,4.0,2015.0,1.0,0.0,1.0,OwnerOccupier,Poselenie Moskovskij,5785757
57,41.0,9.0,9.0,2.0,1972.0,3.0,5.0,2.0,Investment,Preobrazhenskoe,11000000
101,47.0,11.0,17.0,4.0,2002.0,3.0,10.0,2.0,Investment,Sokolinaja Gora,18300000
38,,3.0,19.0,4.0,,1.0,1.0,1.0,OwnerOccupier,Nagatinskij Zaton,7013034
51,30.0,7.0,12.0,5.0,1974.0,2.0,9.0,3.0,Investment,Taganskoe,12000000
41,25.0,2.0,5.0,2.0,1961.0,2.0,5.0,3.0,Investment,Perovo,6200000
80,45.0,6.0,22.0,1.0,2005.0,3.0,10.0,,Investment,Solncevo,11300000
44,30.0,1.0,5.0,1.0,1960.0,2.0,5.0,2.0,Investment,Lomonosovskoe,7700000
